Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,05/09/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:25,10/05/21 14:25,18h,1 stop,No info,11467
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,22:50,25-06-21 4:25,5h 35m,1 stop,No info,14714
Jet Airways,05/09/19,New Delhi,Cochin,DEL ? BOM ? COK,19:15,10/05/21 4:25,9h 10m,1 stop,In-flight meal not included,12373
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,07/06/21 4:40,22h 10m,1 stop,No info,13731
Air Asia,05/06/19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,3383
IndiGo,04/24/19,New Delhi,Cochin,DEL ? BLR ? COK,2:00,7:45,5h 45m,1 stop,No info,5241
IndiGo,05/01/19,Kolkata,Bangalore,CCU ? BBI ? BLR,19:35,23:15,3h 40m,1 stop,No info,4226
Jet Airways,05/15/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:25,16-05-21 23:35,27h 10m,1 stop,No info,14151
IndiGo,04/27/19,New Delhi,Cochin,DEL ? HYD ? COK,7:35,16:10,8h 35m,1 stop,No info,6442
IndiGo,05/12/19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,4823
Air India,05/12/19,Kolkata,Bangalore,CCU ? BOM ? GOI ? BLR,9:25,13-05-21 5:35,20h 10m,2 stops,No info,11432
Jet Airways,06/06/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,19:00,11h 55m,1 stop,In-flight meal not included,10262
Jet Airways,03/21/19,New Delhi,Cochin,DEL ? BDQ ? BOM ? COK,10:45,22-03-21 18:50,32h 5m,2 stops,In-flight meal not included,9270
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,14:05,23:35,9h 30m,1 stop,No info,14781
IndiGo,06/12/19,New Delhi,Cochin,DEL ? HYD ? COK,5:05,16:10,11h 5m,1 stop,No info,6818
Air India,04/18/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,6121
Air India,06/01/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,19:15,11h 15m,1 stop,No info,9929
SpiceJet,06/24/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,non-stop,No info,3597
IndiGo,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,10:35,19-05-21 1:30,14h 55m,1 stop,No info,7503
Air India,05/21/19,New Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:05,22-05-21 9:25,20h 20m,2 stops,No info,10467
Air India,04/01/19,Kolkata,Bangalore,CCU ? IXR ? BBI ? BLR,5:50,13:15,7h 25m,2 stops,No info,5562
Multiple carriers,05/21/19,New Delhi,Cochin,DEL ? HYD ? COK,13:05,22-05-21 0:55,11h 50m,1 stop,No info,9486
Multiple carriers,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,6:00,19:15,13h 15m,1 stop,No info,9526
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,7303
GoAir,03/06/19,New Delhi,Cochin,DEL ? BOM ? COK,10:25,19:20,8h 55m,1 stop,No info,8213
Multiple carriers,03/06/19,New Delhi,Cochin,DEL ? BOM ? COK,11:30,19:15,7h 45m,1 stop,No info,15077
Multiple carriers,06/01/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,19:15,12h 10m,1 stop,In-flight meal not included,12927
IndiGo,06/06/19,New Delhi,Cochin,DEL ? BOM ? COK,16:00,07/06/21 1:30,9h 30m,1 stop,No info,6316
Jet Airways,04/27/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,non-stop,No info,7229
IndiGo,05/27/19,Bangalore,New Delhi,BLR ? DEL,23:30,28-05-21 2:20,2h 50m,non-stop,No info,3943
Jet Airways,06/12/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,13-06-21 4:25,20h 25m,1 stop,In-flight meal not included,10577
IndiGo,06/09/19,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,non-stop,No info,4049
Jet Airways,05/15/19,Kolkata,Bangalore,CCU ? BOM ? BLR,8:25,23:35,15h 10m,1 stop,No info,13941
Multiple carriers,03/09/19,New Delhi,Cochin,DEL ? BOM ? COK,6:50,19:15,12h 25m,1 stop,In-flight meal not included,14817
Multiple carriers,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,9:00,21:00,12h,1 stop,No info,6883
Air India,05/09/19,New Delhi,Cochin,DEL ? BOM ? COK,9:00,19:15,10h 15m,1 stop,No info,8372
IndiGo,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,8:25,15:30,7h 5m,1 stop,No info,8075
Air India,03/24/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:30,25-03-21 23:15,26h 45m,1 stop,No info,10808
IndiGo,05/09/19,Kolkata,Bangalore,CCU ? BLR,22:15,10/05/21 0:50,2h 35m,non-stop,No info,4804
IndiGo,03/27/19,Kolkata,Bangalore,CCU ? BLR,15:20,17:55,2h 35m,non-stop,No info,5198
Air India,06/24/19,New Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,19:15,8h 20m,2 stops,No info,11753
Jet Airways,03/06/19,Bangalore,New Delhi,BLR ? BOM ? DEL,21:25,07/03/21 5:05,7h 40m,1 stop,No info,19225
Jet Airways,03/06/19,Bangalore,New Delhi,BLR ? BOM ? DEL,11:40,07/03/21 10:25,22h 45m,1 stop,No info,17261
Jet Airways,06/06/19,New Delhi,Cochin,DEL ? BOM ? COK,17:30,07/06/21 19:00,25h 30m,1 stop,In-flight meal not included,10262
SpiceJet,04/09/19,Kolkata,Bangalore,CCU ? BLR,22:20,10/04/21 0:40,2h 20m,non-stop,No info,3873
IndiGo,06/18/19,Bangalore,New Delhi,BLR ? DEL,18:55,21:50,2h 55m,non-stop,No info,4823
Jet Airways,05/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,07/05/21 4:40,22h 10m,1 stop,No info,13941
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,19:45,28-05-21 19:00,23h 15m,1 stop,In-flight meal not included,12898
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,21:10,07/06/21 4:40,7h 30m,1 stop,No info,13374
Air India,04/01/19,Kolkata,Bangalore,CCU ? MAA ? BLR,14:35,02/04/21 15:20,24h 45m,1 stop,No info,5006
Air India,05/21/19,Kolkata,Bangalore,CCU ? BBI ? BOM ? BLR,12:00,22-05-21 11:10,23h 10m,2 stops,No info,10676
Air India,04/09/19,New Delhi,Cochin,DEL ? NAG ? BOM ? COK,5:55,10/04/21 19:15,37h 20m,2 stops,No info,7711
Vistara,03/12/19,Mumbai,Hyderabad,BOM ? DEL ? HYD,8:45,16:45,8h,1 stop,No info,12080
Jet Airways,05/18/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,non-stop,In-flight meal not included,6144
Multiple carriers,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,17:45,28-05-21 1:30,7h 45m,1 stop,No info,6795
Jet Airways,03/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:55,25-03-21 19:40,26h 45m,1 stop,In-flight meal not included,11134
IndiGo,05/06/19,Bangalore,New Delhi,BLR ? DEL,6:05,8:50,2h 45m,non-stop,No info,4423
Vistara,04/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,7:10,23:25,16h 15m,1 stop,No info,7927
Multiple carriers,03/03/19,New Delhi,Cochin,DEL ? HYD ? COK,7:05,16:10,9h 5m,1 stop,No info,7905
GoAir,04/09/19,New Delhi,Cochin,DEL ? AMD ? COK,7:25,13:20,5h 55m,1 stop,No info,4106
Jet Airways,06/12/19,Kolkata,Bangalore,CCU ? DEL ? BLR,9:35,13-06-21 14:25,28h 50m,1 stop,No info,12692
IndiGo,05/01/19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,4823
Jet Airways,05/12/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,4030
Multiple carriers,06/06/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,19:00,11h,1 stop,No info,12192
Multiple carriers,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,8h,1 stop,No info,7408
IndiGo,03/03/19,New Delhi,Cochin,DEL ? BLR ? COK,2:00,7:45,5h 45m,1 stop,No info,9257
IndiGo,03/27/19,Chennai,Kolkata,MAA ? CCU,5:15,7:35,2h 20m,non-stop,No info,4326
Jet Airways,04/06/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,non-stop,In-flight meal not included,4544
Jet Airways,05/21/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,19:00,11h 55m,1 stop,In-flight meal not included,12239
Multiple carriers,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,19:15,12h 10m,1 stop,No info,15058
Jet Airways,05/09/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,10/05/21 4:25,18h 45m,2 stops,In-flight meal not included,13029
IndiGo,04/06/19,Kolkata,Bangalore,CCU ? BLR,20:20,22:55,2h 35m,non-stop,No info,4174
IndiGo,03/09/19,New Delhi,Cochin,DEL ? HYD ? COK,6:40,12:00,5h 20m,1 stop,No info,5647
Air Asia,04/15/19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,non-stop,No info,4409
Jet Airways,03/21/19,Mumbai,Hyderabad,BOM ? HYD,15:50,17:20,1h 30m,non-stop,No info,5678
IndiGo,03/06/19,New Delhi,Cochin,DEL ? HYD ? COK,6:40,12:00,5h 20m,1 stop,No info,5647
Jet Airways,06/09/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,19:00,11h 55m,1 stop,In-flight meal not included,10262
IndiGo,03/21/19,Bangalore,New Delhi,BLR ? DEL,20:00,22:55,2h 55m,non-stop,No info,6144
IndiGo,04/03/19,New Delhi,Cochin,DEL ? MAA ? COK,2:00,7:25,5h 25m,1 stop,No info,4744
Multiple carriers,04/09/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,19:00,11h,1 stop,No info,11142
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? BDQ ? BOM ? COK,18:25,16-06-21 12:35,18h 10m,2 stops,No info,14237
SpiceJet,06/09/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,4174
IndiGo,06/06/19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,non-stop,No info,2754
Jet Airways,05/18/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,5:30,19:00,13h 30m,2 stops,No info,15129
Jet Airways,05/12/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,5678
Jet Airways,05/09/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,10/05/21 4:25,18h 45m,2 stops,No info,15129
IndiGo,04/21/19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,non-stop,No info,5224
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,5:30,16-06-21 4:25,22h 55m,2 stops,No info,13014
Multiple carriers,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,10:20,21:00,10h 40m,1 stop,No info,7215
Multiple carriers,06/27/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,21:00,13h,1 stop,No info,7408
IndiGo,03/01/19,Mumbai,Hyderabad,BOM ? HYD,21:20,22:45,1h 25m,non-stop,No info,12475
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? ATQ ? BOM ? COK,12:15,16-06-21 12:35,24h 20m,2 stops,No info,14300
Multiple carriers,06/03/19,New Delhi,Cochin,DEL ? HYD ? COK,13:15,22:30,9h 15m,1 stop,No info,9646
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,19:00,11h 55m,1 stop,No info,18581
Jet Airways,03/09/19,New Delhi,Cochin,DEL ? BOM ? COK,2:15,10/03/21 4:25,26h 10m,1 stop,No info,15029
Air India,03/15/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,7276
IndiGo,04/09/19,Bangalore,New Delhi,BLR ? DEL,21:15,10/04/21 0:15,3h,non-stop,No info,3943
Jet Airways,06/27/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,9:40,19:00,9h 20m,2 stops,No info,13014
Jet Airways,05/12/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,non-stop,In-flight meal not included,4050
Multiple carriers,06/24/19,New Delhi,Cochin,DEL ? BOM ? COK,10:35,19:00,8h 25m,1 stop,No info,10678
SpiceJet,05/21/19,New Delhi,Cochin,DEL ? MAA ? COK,6:05,11:20,5h 15m,1 stop,No info,6297
IndiGo,06/06/19,Kolkata,Bangalore,CCU ? MAA ? BLR,8:10,13:00,4h 50m,1 stop,No info,5069
Air India,05/01/19,Kolkata,Bangalore,CCU ? IXR ? DEL ? BLR,5:50,02/05/21 12:30,30h 40m,2 stops,No info,12723
Air India,05/18/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,19-05-21 19:15,23h 30m,2 stops,No info,10651
Air India,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,9:25,22-05-21 7:55,22h 30m,1 stop,No info,8891
Multiple carriers,06/27/19,New Delhi,Cochin,DEL ? BOM ? COK,8:45,19:00,10h 15m,1 stop,No info,11789
Jet Airways,05/01/19,Kolkata,Bangalore,CCU ? BOM ? BLR,14:05,02/05/21 8:15,18h 10m,1 stop,In-flight meal not included,8586
Jet Airways,06/12/19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,8016
Jet Airways,06/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,8:25,16:20,7h 55m,1 stop,No info,14571
SpiceJet,03/24/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,5418
IndiGo,06/09/19,New Delhi,Cochin,DEL ? BOM ? COK,11:25,21:00,9h 35m,1 stop,No info,6416
Multiple carriers,04/09/19,New Delhi,Cochin,DEL ? BOM ? COK,17:00,10/04/21 1:30,8h 30m,1 stop,No info,6838
Multiple carriers,05/15/19,New Delhi,Cochin,DEL ? BOM ? COK,10:20,19:00,8h 40m,1 stop,No info,9794
Air India,05/06/19,Kolkata,Bangalore,CCU ? BOM ? BLR,9:25,07/05/21 7:55,22h 30m,1 stop,No info,8366
Air Asia,03/09/19,New Delhi,Cochin,DEL ? BLR ? COK,20:10,10/03/21 7:10,11h,1 stop,No info,8327
Multiple carriers,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,8:45,19:15,10h 30m,1 stop,No info,9526
Air India,06/03/19,New Delhi,Cochin,DEL ? UDR ? BOM ? COK,13:20,04/06/21 7:40,18h 20m,2 stops,No info,11911
IndiGo,06/24/19,New Delhi,Cochin,DEL ? HYD ? COK,7:35,12:10,4h 35m,1 stop,No info,5054
IndiGo,04/21/19,Bangalore,New Delhi,BLR ? DEL,21:15,22-04-21 0:15,3h,non-stop,No info,4423
Air Asia,03/24/19,Bangalore,New Delhi,BLR ? DEL,5:50,8:40,2h 50m,non-stop,No info,4284
Multiple carriers,06/12/19,New Delhi,Cochin,DEL ? BOM ? COK,19:00,13-06-21 1:30,6h 30m,1 stop,No info,6795
Air Asia,03/09/19,Bangalore,New Delhi,BLR ? DEL,5:50,8:40,2h 50m,non-stop,No info,7652
Jet Airways,05/18/19,Kolkata,Bangalore,CCU ? BOM ? BLR,21:10,19-05-21 10:05,12h 55m,1 stop,In-flight meal not included,8586
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,12:00,5h 30m,1 stop,No info,14388
Jet Airways,06/09/19,New Delhi,Cochin,DEL ? BOM ? COK,15:00,10/06/21 19:00,28h,1 stop,In-flight meal not included,10262
Multiple carriers,06/06/19,New Delhi,Cochin,DEL ? BOM ? COK,7:00,21:00,14h,1 stop,No info,7408
Jet Airways,05/24/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,25-05-21 9:20,13h 20m,1 stop,No info,14571
Air India,03/21/19,New Delhi,Cochin,DEL ? COK,14:10,17:10,3h,non-stop,No info,5674
IndiGo,03/09/19,Kolkata,Bangalore,CCU ? BLR,10:10,12:55,2h 45m,non-stop,No info,4462
Air India,06/12/19,New Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,8372
Jet Airways,06/12/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,5769
Multiple carriers,06/06/19,New Delhi,Cochin,DEL ? BOM ? COK,9:00,21:00,12h,1 stop,No info,13587
IndiGo,05/09/19,Kolkata,Bangalore,CCU ? BLR,11:30,14:05,2h 35m,non-stop,No info,5224
SpiceJet,04/09/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,non-stop,No info,3873
Multiple carriers,03/06/19,New Delhi,Cochin,DEL ? BOM ? COK,12:50,07/03/21 1:35,12h 45m,1 stop,No info,15147
SpiceJet,06/12/19,New Delhi,Cochin,DEL ? BLR ? COK,17:55,22:50,4h 55m,1 stop,No info,4957
Multiple carriers,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,8:45,19:15,10h 30m,1 stop,No info,8476
IndiGo,06/01/19,Bangalore,New Delhi,BLR ? DEL,16:55,19:45,2h 50m,non-stop,No info,4823
Jet Airways,05/09/19,New Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,7h 20m,2 stops,No info,21219
Jet Airways,05/18/19,Kolkata,Bangalore,CCU ? BOM ? BLR,5:45,19-05-21 9:20,27h 35m,1 stop,In-flight meal not included,9663
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,21:10,22-05-21 4:40,7h 30m,1 stop,In-flight meal not included,8586
Vistara,05/18/19,New Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,6741
Multiple carriers,05/21/19,New Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,11h,1 stop,No info,7888
Air India,04/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:30,02/04/21 8:55,12h 25m,1 stop,No info,7893
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,19:50,13h 20m,1 stop,No info,14781
Jet Airways,03/03/19,New Delhi,Cochin,DEL ? BOM ? COK,20:50,04/03/21 4:25,7h 35m,1 stop,No info,17234
Jet Airways,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,8:00,18:50,10h 50m,1 stop,In-flight meal not included,6540
Air India,03/03/19,Bangalore,New Delhi,BLR ? HBX ? BOM ? NAG ? DEL,12:00,07/03/21 10:35,22h 35m,3 stops,No info,12358
SpiceJet,05/01/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,non-stop,No check-in baggage included,3841
Jet Airways,06/09/19,New Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262
Multiple carriers,03/27/19,New Delhi,Cochin,DEL ? BOM ? COK,9:00,21:00,12h,1 stop,No info,6883
Jet Airways,05/06/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:25,07/05/21 9:45,13h 20m,1 stop,In-flight meal not included,8066
IndiGo,06/24/19,New Delhi,Cochin,DEL ? COK,14:20,17:35,3h 15m,non-stop,No info,5000
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? JAI ? BOM ? COK,5:30,19:00,13h 30m,2 stops,No info,15129
Air India,05/15/19,New Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,non-stop,No info,6094
SpiceJet,06/06/19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,non-stop,No check-in baggage included,2647
Jet Airways,05/01/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:25,02/05/21 14:25,18h,1 stop,No info,11467
Jet Airways,05/06/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,2228
IndiGo,05/15/19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,non-stop,No info,3419
Jet Airways,06/09/19,Kolkata,Bangalore,CCU ? BOM ? BLR,14:05,23:35,9h 30m,1 stop,No info,14571
SpiceJet,06/15/19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,non-stop,No check-in baggage included,3543
Jet Airways,05/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:30,13-05-21 20:45,28h 15m,1 stop,In-flight meal not included,10844
Jet Airways,06/01/19,New Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,02/06/21 12:35,22h,2 stops,No info,13376
Multiple carriers,06/06/19,New Delhi,Cochin,DEL ? BOM ? COK,10:00,07/06/21 1:30,15h 30m,1 stop,No info,7723
IndiGo,05/15/19,Mumbai,Hyderabad,BOM ? HYD,6:25,7:55,1h 30m,non-stop,No info,4049
Jet Airways,05/18/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210
SpiceJet,05/24/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,22-05-21 8:15,12h 15m,1 stop,In-flight meal not included,10844
Jet Airways,05/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,20:00,13-05-21 9:20,13h 20m,1 stop,In-flight meal not included,9663
Jet Airways,03/03/19,Mumbai,Hyderabad,BOM ? HYD,7:10,8:35,1h 25m,non-stop,No info,5678
Air Asia,05/18/19,New Delhi,Cochin,DEL ? BLR ? COK,20:45,19-05-21 7:10,10h 25m,1 stop,No info,7452
Vistara,05/15/19,Bangalore,New Delhi,BLR ? DEL,19:30,22:15,2h 45m,non-stop,No info,4878
Air India,05/12/19,Kolkata,Bangalore,CCU ? BBI ? BOM ? BLR,12:00,13-05-21 18:30,30h 30m,2 stops,No info,10676
Multiple carriers,06/12/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,21:00,13h 55m,1 stop,In-flight meal not included,10406
Multiple carriers,03/21/19,New Delhi,Cochin,DEL ? HYD ? COK,7:05,16:10,9h 5m,1 stop,No info,6717
Air India,03/21/19,New Delhi,Cochin,DEL ? BLR ? COK,17:45,23:00,5h 15m,1 stop,No info,5704
Air Asia,06/06/19,Kolkata,Bangalore,CCU ? BBI ? BLR,6:50,10:30,3h 40m,1 stop,No info,6857
Air Asia,03/24/19,Kolkata,Bangalore,CCU ? DEL ? BLR,7:35,22:55,15h 20m,1 stop,No info,6785
Air India,03/24/19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,4405
Jet Airways,04/24/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4544
IndiGo,04/03/19,New Delhi,Cochin,DEL ? BOM ? COK,10:35,15:35,5h,1 stop,No info,5073
Air India,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,21:00,22-03-21 19:15,22h 15m,1 stop,No info,6587
Air India,05/27/19,New Delhi,Cochin,DEL ? BOM ? COK,7:00,19:15,12h 15m,1 stop,No info,9929
Jet Airways,06/24/19,New Delhi,Cochin,DEL ? BHO ? BOM ? COK,5:30,12:35,7h 5m,2 stops,In-flight meal not included,13344
Multiple carriers,03/21/19,New Delhi,Cochin,DEL ? BOM ? COK,9:10,18:50,9h 40m,1 stop,No info,13069
Multiple carriers,06/06/19,New Delhi,Cochin,DEL ? BOM ? COK,6:00,19:00,13h,1 stop,No info,11789
Vistara,05/18/19,Kolkata,Bangalore,CCU ? DEL ? BLR,20:20,19-05-21 10:45,14h 25m,1 stop,No info,9187
IndiGo,05/15/19,New Delhi,Cochin,DEL ? HYD ? COK,8:35,16:10,7h 35m,1 stop,No info,6442
IndiGo,03/09/19,New Delhi,Cochin,DEL ? BOM ? COK,6:40,21:00,14h 20m,1 stop,No info,12351
IndiGo,04/15/19,Kolkata,Bangalore,CCU ? MAA ? BLR,6:20,10:30,4h 10m,1 stop,No info,4226
Multiple carriers,06/06/19,New Delhi,Cochin,DEL ? BOM ? COK,10:20,19:00,8h 40m,1 stop,No info,11789
Jet Airways,05/18/19,New Delhi,Cochin,DEL ? BOM ? COK,9:00,19-05-21 4:25,19h 25m,1 stop,In-flight meal not included,12373
Air Asia,03/15/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,4384
IndiGo,06/27/19,Chennai,Kolkata,MAA ? CCU,5:15,7:40,2h 25m,non-stop,No info,3540
IndiGo,06/12/19,New Delhi,Cochin,DEL ? HYD ? COK,8:35,22:30,13h 55m,1 stop,No info,6442
Jet Airways,03/18/19,Bangalore,New Delhi,BLR ? BOM ? DEL,11:40,16-03-21 5:05,17h 25m,1 stop,In-flight meal not included,11087
Jet Airways,05/21/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,18:15,11h 45m,1 stop,In-flight meal not included,10844
Jet Airways,06/15/19,New Delhi,Cochin,DEL ? BOM ? COK,7:05,16-06-21 4:25,21h 20m,1 stop,In-flight meal not included,10262
SpiceJet,03/09/19,Mumbai,Hyderabad,BOM ? HYD,8:50,10:15,1h 25m,non-stop,No info,5755
Jet Airways,05/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,6:30,16:20,9h 50m,1 stop,No info,14781
Air India,06/03/19,Bangalore,New Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,6961
Vistara,03/01/19,Bangalore,New Delhi,BLR ? AMD ? DEL,6:40,21:55,15h 15m,1 stop,No info,18387
Multiple carriers,06/24/19,New Delhi,Cochin,DEL ? HYD ? COK,13:15,22:30,9h 15m,1 stop,No info,8018
Jet Airways,05/06/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4030
IndiGo,04/06/19,Kolkata,Bangalore,CCU ? BLR,21:25,07/04/21 0:05,2h 40m,non-stop,No info,4174
Jet Airways,06/27/19,New Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,28-06-21 12:35,23h 10m,2 stops,In-flight meal not included,11150
IndiGo,06/12/19,New Delhi,Cochin,DEL ? MAA ? COK,2:00,7:25,5h 25m,1 stop,No info,5636
SpiceJet,03/24/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:30,2h 30m,non-stop,No check-in baggage included,5201
Jet Airways,03/09/19,New Delhi,Cochin,DEL ? DED ? BOM ? COK,15:55,10/03/21 4:25,12h 30m,2 stops,No info,19172
IndiGo,03/27/19,Chennai,Kolkata,MAA ? CCU,13:20,15:35,2h 15m,non-stop,No info,3384
IndiGo,05/09/19,New Delhi,Cochin,DEL ? BOM ? COK,17:30,10/05/21 1:30,8h,1 stop,No info,8330
Jet Airways,05/24/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,non-stop,In-flight meal not included,4030
Air India,03/03/19,Bangalore,New Delhi,BLR ? BOM ? AMD ? DEL,6:45,23:55,17h 10m,2 stops,No info,10573
Jet Airways,03/21/19,Bangalore,New Delhi,BLR ? BOM ? DEL,14:05,19-03-21 10:25,20h 20m,1 stop,In-flight meal not included,7832
Jet Airways,06/12/19,Kolkata,Bangalore,CCU ? BOM ? BLR,16:30,13-06-21 19:50,27h 20m,1 stop,In-flight meal not included,8529
