,0,1,2,3,4,5,6,7,8,9,10
1772,IndiGo,03-06-19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,5224
1773,IndiGo,27-06-19,Kolkata,Bangalore,CCU ? BLR,9:35,12:10,2h 35m,1,No info,4804
1774,Vistara,09-04-19,Bangalore,New Delhi,BLR ? DEL,21:00,23:50,2h 50m,1,No info,5403
1775,Jet Airways,06-05-19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4995
1776,IndiGo,21-06-19,New Delhi,Cochin,DEL ? COK,14:25,17:40,3h 15m,1,No info,5000
1777,SpiceJet,03-04-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
1778,Vistara,15-06-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,11982
1779,IndiGo,15-04-19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4174
1780,SpiceJet,27-06-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No check-in baggage included,3841
1781,IndiGo,24-05-19,Bangalore,New Delhi,BLR ? DEL,21:15,25-05-21 0:15,3h,1,No info,3943
1782,SpiceJet,24-04-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,4174
1783,IndiGo,18-06-19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,4804
1784,Jet Airways,01-04-19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,No info,7229
1785,IndiGo,15-03-19,Bangalore,New Delhi,BLR ? DEL,22:20,16-03-21 1:10,2h 50m,1,No info,8855
1786,Air India,06-03-19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,5462
1787,Air India,27-03-19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,1,No info,3145
1788,IndiGo,21-06-19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,1,No info,4804
1789,SpiceJet,01-03-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:35,2h 40m,1,No info,4622
1790,IndiGo,03-06-19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,1,No info,4804
1791,IndiGo,03-03-19,Kolkata,Bangalore,CCU ? BLR,22:10,04-03-21 0:55,2h 45m,1,No info,5618
1792,IndiGo,03-03-19,Kolkata,Bangalore,CCU ? BLR,14:20,16:55,2h 35m,1,No info,6565
1793,IndiGo,24-06-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,4823
1794,SpiceJet,21-05-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No info,3873
1795,IndiGo,27-04-19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,1,No info,4423
1796,Air India,24-06-19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,5510
1797,Jet Airways,06-04-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,No info,7229
1798,Jet Airways,27-03-19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,No info,8040
1799,Jet Airways,09-06-19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,In-flight meal not included,7229
1800,IndiGo,12-05-19,Kolkata,Bangalore,CCU ? BLR,21:25,13-05-21 0:05,2h 40m,1,No info,4804
1801,Jet Airways,12-05-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,7229
1802,Air India,03-04-19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,5176
1803,SpiceJet,01-05-19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No info,3597
1804,Air Asia,27-04-19,Bangalore,New Delhi,BLR ? DEL,4:55,7:45,2h 50m,1,No info,4282
1805,Jet Airways,27-06-19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4995
1806,IndiGo,01-06-19,Kolkata,Bangalore,CCU ? BLR,20:20,22:55,2h 35m,1,No info,4804
1807,IndiGo,09-03-19,Kolkata,Bangalore,CCU ? BLR,20:25,23:05,2h 40m,1,No info,4148
1808,SpiceJet,09-05-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,3873
1809,IndiGo,27-04-19,Bangalore,New Delhi,BLR ? DEL,22:10,28-04-21 1:00,2h 50m,1,No info,3943
1810,Air Asia,09-03-19,Bangalore,New Delhi,BLR ? DEL,23:25,13-03-21 2:10,2h 45m,1,No info,4482
1811,Jet Airways,03-06-19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,In-flight meal not included,7202
1812,IndiGo,15-06-19,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,1,No info,2227
1813,IndiGo,01-05-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,4823
1814,Jet Airways,06-06-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,6478
1815,IndiGo,09-06-19,Kolkata,Bangalore,CCU ? BLR,22:15,10-06-21 0:50,2h 35m,1,No info,5224
1816,Air India,09-06-19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,1,No info,6961
1817,IndiGo,21-06-19,Mumbai,Hyderabad,BOM ? HYD,2:35,4:05,1h 30m,1,No info,2754
1818,GoAir,27-04-19,Bangalore,New Delhi,BLR ? DEL,20:55,23:40,2h 45m,1,No info,3898
1819,Air Asia,06-04-19,Bangalore,New Delhi,BLR ? DEL,23:55,07-04-21 2:45,2h 50m,1,No info,3383
1820,IndiGo,01-05-19,Bangalore,New Delhi,BLR ? DEL,23:30,02-05-21 2:20,2h 50m,1,No info,4591
1821,Air India,21-04-19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,1,No info,6121
1822,Vistara,21-03-19,Bangalore,New Delhi,BLR ? DEL,16:00,18:35,2h 35m,1,No info,5613
1823,IndiGo,15-05-19,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,1,No info,2227
1824,Jet Airways,12-06-19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,In-flight meal not included,5769
1825,Vistara,18-04-19,New Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,1,No info,6216
1826,SpiceJet,24-05-19,Kolkata,Bangalore,CCU ? BLR,22:20,25-05-21 0:40,2h 20m,1,No info,3873
1827,Air India,12-04-19,Bangalore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,1,No info,5911
1828,IndiGo,03-04-19,New Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,1,No info,4729
1829,IndiGo,15-05-19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4804
1830,IndiGo,03-06-19,Kolkata,Bangalore,CCU ? BLR,20:25,23:10,2h 45m,1,No info,4804
1831,Air India,01-04-19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,2050
1832,IndiGo,09-04-19,Bangalore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,1,No info,4823
1833,Jet Airways,21-05-19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,In-flight meal not included,4030
1834,Air India,09-03-19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,4960
1835,IndiGo,06-03-19,Mumbai,Hyderabad,BOM ? HYD,21:20,22:45,1h 25m,1,No info,4784
1836,IndiGo,01-06-19,Bangalore,New Delhi,BLR ? DEL,20:00,22:50,2h 50m,1,No info,4823
1837,Vistara,03-05-19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,1,No info,3687
1838,Jet Airways,27-04-19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,No info,7229
1839,Jet Airways,15-04-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,No info,7229
1840,IndiGo,15-05-19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,1,No info,3850
1841,IndiGo,01-06-19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
1842,IndiGo,03-06-19,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,1,No info,2227
1843,SpiceJet,27-06-19,Bangalore,New Delhi,BLR ? DEL,21:10,28-06-21 0:05,2h 55m,1,No check-in baggage included,4319
1844,Jet Airways,03-05-19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4995
1845,Jet Airways,15-03-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,No info,5678
1846,Jet Airways,09-06-19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,No info,5678
1847,SpiceJet,15-06-19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No info,3597
1848,Jet Airways,12-04-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,7229
1849,IndiGo,24-04-19,Kolkata,Bangalore,CCU ? BLR,22:15,25-04-21 0:50,2h 35m,1,No info,4804
1850,IndiGo,03-03-19,Bangalore,New Delhi,BLR ? DEL,20:00,22:55,2h 55m,1,No info,7303
1851,IndiGo,01-03-19,Chennai,Kolkata,MAA ? CCU,14:40,17:05,2h 25m,1,No info,7295
1852,Jet Airways,06-04-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,No info,7229
1853,IndiGo,01-05-19,Bangalore,New Delhi,BLR ? DEL,22:10,02-05-21 1:00,2h 50m,1,No info,3943
1854,Air India,01-06-19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,1,No info,6961
1855,SpiceJet,24-05-19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No info,3597
1856,SpiceJet,27-05-19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No check-in baggage included,3257
1857,SpiceJet,06-05-19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No check-in baggage included,1965
1858,Air India,18-06-19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,3100
1859,Jet Airways,24-06-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,8016
1860,Jet Airways,18-03-19,Mumbai,Hyderabad,BOM ? HYD,15:50,17:20,1h 30m,1,In-flight meal not included,2228
1861,SpiceJet,06-05-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No check-in baggage included,3543
1862,IndiGo,03-03-19,Kolkata,Bangalore,CCU ? BLR,17:15,20:00,2h 45m,1,No info,6985
1863,Jet Airways,09-03-19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,No info,9564
1864,IndiGo,18-05-19,Kolkata,Bangalore,CCU ? BLR,11:30,14:05,2h 35m,1,No info,4804
1865,SpiceJet,03-06-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No check-in baggage included,3841
1866,Jet Airways,18-05-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,In-flight meal not included,5198
1867,Air India,01-06-19,New Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,1,No info,6094
1868,IndiGo,15-03-19,New Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,1,No info,5406
1869,Jet Airways,12-06-19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,No info,9564
1870,SpiceJet,09-05-19,Mumbai,Hyderabad,BOM ? HYD,22:45,10-05-21 0:15,1h 30m,1,No check-in baggage included,1965
1871,IndiGo,12-03-19,Kolkata,Bangalore,CCU ? BLR,14:20,16:55,2h 35m,1,No info,4148
1872,Jet Airways,15-06-19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,No info,9564
1873,IndiGo,03-06-19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
1874,Jet Airways,01-06-19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,In-flight meal not included,7202
1875,IndiGo,24-03-19,Bangalore,New Delhi,BLR ? DEL,23:30,22-03-21 2:20,2h 50m,1,No info,4944
1876,SpiceJet,01-06-19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No info,3625
1877,SpiceJet,01-05-19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No info,2437
1878,IndiGo,27-05-19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,1,No info,3943
1879,IndiGo,21-06-19,Bangalore,New Delhi,BLR ? DEL,18:15,21:20,3h 5m,1,No info,4990
1880,Vistara,03-03-19,Bangalore,New Delhi,BLR ? DEL,9:50,12:35,2h 45m,1,No info,8028
1881,Jet Airways,21-06-19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,In-flight meal not included,4995
1882,Air India,24-05-19,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,1,No info,3100
1883,SpiceJet,18-05-19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No check-in baggage included,3543
1884,SpiceJet,24-03-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:30,2h 30m,1,No check-in baggage included,5201
1885,Jet Airways,15-05-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,In-flight meal not included,4030
1886,IndiGo,01-03-19,Kolkata,Bangalore,CCU ? BLR,17:15,19:55,2h 40m,1,No info,6565
1887,Air India,18-04-19,New Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,1,No info,6094
1888,IndiGo,15-06-19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,3858
1889,IndiGo,15-03-19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,5694
1890,Vistara,03-03-19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,8028
1891,Jet Airways,15-06-19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,No info,8016
1892,Jet Airways,01-04-19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,In-flight meal not included,3205
1893,IndiGo,18-05-19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,4423
1894,Vistara,24-03-19,Bangalore,New Delhi,BLR ? DEL,7:00,9:40,2h 40m,1,No info,4878
1895,Jet Airways,12-04-19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,No info,7229
1896,Jet Airways,21-04-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,No info,7229
1897,Air Asia,27-06-19,Kolkata,Bangalore,CCU ? BLR,22:50,28-06-21 1:20,2h 30m,1,No info,3807
1898,SpiceJet,15-05-19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No check-in baggage included,2175
1899,IndiGo,27-03-19,Kolkata,Bangalore,CCU ? BLR,15:10,17:45,2h 35m,1,No info,4148
1900,Jet Airways,24-06-19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,No info,8016
1901,Jet Airways,01-05-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,In-flight meal not included,4030
1902,Jet Airways,12-05-19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,In-flight meal not included,5198
1903,Air Asia,15-04-19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,4409
1904,Air India,01-03-19,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,1,No info,10082
1905,SpiceJet,03-04-19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No info,3971
1906,IndiGo,15-03-19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,1,No info,6297
1907,SpiceJet,09-05-19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No check-in baggage included,3573
1908,IndiGo,27-04-19,Bangalore,New Delhi,BLR ? DEL,6:05,8:50,2h 45m,1,No info,4423
1909,IndiGo,12-03-19,Chennai,Kolkata,MAA ? CCU,22:05,13-03-21 0:30,2h 25m,1,No info,6297
1910,SpiceJet,06-03-19,Kolkata,Bangalore,CCU ? BLR,22:20,07-03-21 0:40,2h 20m,1,No info,3849
1911,Air India,27-05-19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,5228
1912,Jet Airways,09-06-19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,In-flight meal not included,7229
1913,Jet Airways,01-05-19,Bangalore,New Delhi,BLR ? DEL,15:15,18:10,2h 55m,1,In-flight meal not included,4544
1914,IndiGo,03-06-19,Bangalore,New Delhi,BLR ? DEL,18:55,21:50,2h 55m,1,No info,4823
1915,IndiGo,27-06-19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,3419
1916,IndiGo,01-04-19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,1,No info,3943
1917,IndiGo,09-03-19,Mumbai,Hyderabad,BOM ? HYD,9:10,10:35,1h 25m,1,No info,7417
1918,Air India,18-03-19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,4435
1919,Air Asia,21-06-19,Bangalore,New Delhi,BLR ? DEL,23:55,22-06-21 2:45,2h 50m,1,No info,3383
1920,IndiGo,21-04-19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,4804
1921,Air Asia,27-05-19,Bangalore,New Delhi,BLR ? DEL,4:55,7:45,2h 50m,1,No info,3383
1922,SpiceJet,06-06-19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No check-in baggage included,1965
1923,IndiGo,06-06-19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,1,No info,2754
1924,IndiGo,24-03-19,Bangalore,New Delhi,BLR ? DEL,0:40,3:25,2h 45m,1,No info,4238
1925,SpiceJet,18-06-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No check-in baggage included,3841
1926,IndiGo,18-03-19,New Delhi,Cochin,DEL ? COK,21:05,19-03-21 0:20,3h 15m,1,No info,5021
1927,Air India,15-04-19,Bangalore,New Delhi,BLR ? DEL,17:00,19:45,2h 45m,1,No info,6121
1928,SpiceJet,15-03-19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,6300
1929,Air Asia,01-03-19,Bangalore,New Delhi,BLR ? DEL,5:50,8:40,2h 50m,1,No info,10715
1930,Air India,24-05-19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,5510
1931,Jet Airways,03-05-19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,In-flight meal not included,6144
1932,IndiGo,01-04-19,Kolkata,Bangalore,CCU ? BLR,20:20,22:55,2h 35m,1,No info,4488
1933,SpiceJet,03-06-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
1934,Air Asia,12-05-19,Bangalore,New Delhi,BLR ? DEL,4:55,7:45,2h 50m,1,No info,4282
1935,IndiGo,01-03-19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,7900
1936,Jet Airways,24-06-19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,No info,5678
1937,SpiceJet,01-05-19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No info,2017
1938,IndiGo,27-03-19,New Delhi,Cochin,DEL ? COK,14:30,17:35,3h 5m,1,No info,4729
1939,IndiGo,21-05-19,Kolkata,Bangalore,CCU ? BLR,22:15,22-05-21 0:50,2h 35m,1,No info,4804
1940,SpiceJet,09-03-19,Bangalore,New Delhi,BLR ? DEL,20:30,23:20,2h 50m,1,No info,5126
1941,SpiceJet,18-05-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No check-in baggage included,4439
1942,SpiceJet,15-03-19,Bangalore,New Delhi,BLR ? DEL,9:35,12:30,2h 55m,1,No check-in baggage included,6205
1943,IndiGo,06-05-19,Bangalore,New Delhi,BLR ? DEL,0:30,3:25,2h 55m,1,No info,4284
1944,Air Asia,06-04-19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,3807
1945,SpiceJet,06-03-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:35,2h 40m,1,No info,3850
1946,IndiGo,01-06-19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,3943
1947,IndiGo,09-05-19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,4332
1948,SpiceJet,27-04-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No info,4174
1949,IndiGo,24-03-19,Bangalore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,1,No info,8033
1950,IndiGo,27-06-19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,1,No info,4823
1951,SpiceJet,21-03-19,Kolkata,Bangalore,CCU ? BLR,22:20,22-03-21 0:40,2h 20m,1,No check-in baggage included,3815
1952,IndiGo,27-06-19,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,1,No info,3597
1953,SpiceJet,09-05-19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No info,2017
1954,SpiceJet,24-03-19,Chennai,Kolkata,MAA ? CCU,9:30,12:05,2h 35m,1,No info,3859
1955,IndiGo,21-06-19,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,1,No info,3597
1956,IndiGo,12-05-19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,1,No info,4804
1957,IndiGo,15-06-19,Bangalore,New Delhi,BLR ? DEL,6:05,8:50,2h 45m,1,No info,4423
1958,SpiceJet,06-05-19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No check-in baggage included,3543
1959,IndiGo,12-04-19,Kolkata,Bangalore,CCU ? BLR,21:25,13-04-21 0:05,2h 40m,1,No info,4174
1960,Jet Airways,12-04-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,No info,7229
1961,Air India,18-06-19,New Delhi,Cochin,DEL ? COK,18:05,21:10,3h 5m,1,No info,5201
1962,IndiGo,21-06-19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,3858
1963,SpiceJet,01-05-19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No check-in baggage included,3543
1964,IndiGo,27-05-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,4823
1965,Jet Airways,21-06-19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,5769
1966,Air Asia,09-06-19,Bangalore,New Delhi,BLR ? DEL,4:55,7:45,2h 50m,1,No info,8420
1967,Jet Airways,06-05-19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,In-flight meal not included,4030
1968,SpiceJet,21-06-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No info,3873
1969,IndiGo,09-06-19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,1,No info,5224
1970,IndiGo,03-03-19,Kolkata,Bangalore,CCU ? BLR,5:30,8:20,2h 50m,1,No info,4778
1971,Air India,18-03-19,New Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,1,No info,5674
1972,Jet Airways,03-05-19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,No info,7229
1973,IndiGo,01-06-19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,1,No info,2754
1974,SpiceJet,21-05-19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No check-in baggage included,3841
1975,IndiGo,24-03-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,6144
1976,Jet Airways,24-04-19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,In-flight meal not included,4544
1977,Air India,12-06-19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,3100
1978,Vistara,12-06-19,Bangalore,New Delhi,BLR ? DEL,21:00,23:50,2h 50m,1,No info,4668
1979,IndiGo,18-05-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,4823
1980,IndiGo,12-04-19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,1,No info,4174
1981,SpiceJet,12-04-19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No info,4423
1982,SpiceJet,12-06-19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No info,3873
1983,Air India,21-05-19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,1,No info,4667
1984,IndiGo,24-05-19,Kolkata,Bangalore,CCU ? BLR,20:20,22:55,2h 35m,1,No info,4804
1985,IndiGo,06-03-19,New Delhi,Cochin,DEL ? COK,14:30,17:35,3h 5m,1,No info,7673
1986,SpiceJet,06-05-19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No info,3971
1987,IndiGo,12-05-19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,5740
1988,SpiceJet,15-06-19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No check-in baggage included,1965
1989,IndiGo,06-04-19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,4174
1990,Air India,15-03-19,Mumbai,Hyderabad,BOM ? HYD,21:05,22:25,1h 20m,1,No info,3100
1991,Air India,09-06-19,New Delhi,Cochin,DEL ? COK,14:10,17:10,3h,1,No info,6094
1992,IndiGo,09-06-19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,1,No info,4423
1993,Vistara,03-04-19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,1,No info,5403
1994,SpiceJet,01-04-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No check-in baggage included,3841
1995,Jet Airways,24-04-19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,No info,7229
1996,IndiGo,27-05-19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,1,No info,4823
1997,Air India,27-03-19,New Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,1,No info,4729
1998,Jet Airways,18-06-19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,No info,5678
1999,SpiceJet,18-05-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,4491
2000,Jet Airways,12-05-19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,No info,7229
2001,IndiGo,15-04-19,Bangalore,New Delhi,BLR ? DEL,7:10,10:05,2h 55m,1,No info,4823
2002,IndiGo,12-05-19,Bangalore,New Delhi,BLR ? DEL,23:30,13-05-21 2:20,2h 50m,1,No info,4591
2003,SpiceJet,12-06-19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,3873
2004,Air India,21-06-19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,5510
2005,Air India,01-05-19,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,1h 30m,1,No info,3625
